q_id,question,question_type,answer,link4,Title for your review:,title,G2 helps market and customer validity,https://data.g2.com/api/v1/survey-responses/18532/answers
3,How likely is it that you would recommend G2 Marketing Solutions to a friend or colleague?,nps,9.0,https://data.g2.com/api/v1/survey-responses/18532/answers
8,What do you like best about G2 Marketing Solutions?,love,G2 has helped our customers publicly validate us to prospects and has helped us build pipeline and be considered for opportunities where we likely would not have been found otherwise. Also it has aided as a great validation point for customers in meetings and demo's as to our market profile and position.  It has helped us need less reference calls and enabled our customers to have a more open and valid place to voice their opinion on us.,https://data.g2.com/api/v1/survey-responses/18532/answers
9,What do you dislike about G2 Marketing Solutions?,hate,Not a lot to dislike.  Be great as G2 becomes more recognised by a wider audience and gives the Gartners a run for their money. ,https://data.g2.com/api/v1/survey-responses/18532/answers
264,For which purposes do you use G2 Marketing Solutions?,categories,['Buyer Intent Data Providers'],https://data.g2.com/api/v1/survey-responses/18532/answers
35,What is your level of experience with G2 Marketing Solutions?,experience,Ongoing client relationship,https://data.g2.com/api/v1/survey-responses/18532/answers
34,What is your primary role when working with this service provider?,firm_role,Client Partner,https://data.g2.com/api/v1/survey-responses/18532/answers
90,Access to Peer Network,access_to_peer_network,7.0,https://data.g2.com/api/v1/survey-responses/18532/answers
89,Value in Making Technology Decisions,technology_decisions,7.0,https://data.g2.com/api/v1/survey-responses/18532/answers
85,Quality of Content,quality_of_content,7.0,https://data.g2.com/api/v1/survey-responses/18532/answers
3,How likely is it that you would recommend G2 Marketing Solutions to a friend or colleague?,nps,9.0,https://data.g2.com/api/v1/survey-responses/67896/answers
8,What do you like best about G2 Marketing Solutions?,love,It showcases a wide range of vendors with unbiased and helpful reviews for evaluating solutions within your organization. This helps companies accelerate their marketing efforts and sales cycles when shared effectively.   The smart grid is also a really great way to show how your company is perceived in the market place.  Quarterly reports are very detailed and are helpful overviews for companies trying to evaluate vendors. ,https://data.g2.com/api/v1/survey-responses/67896/answers
264,For which purposes do you use G2 Marketing Solutions?,categories,['Buyer Intent Data Providers'],https://data.g2.com/api/v1/survey-responses/67896/answers
172,What was your organization size when working with G2 Marketing Solutions?,company_size,201-500 employees,https://data.g2.com/api/v1/survey-responses/67896/answers
581,What is your industry when using this product?,industry,Computer Software,https://data.g2.com/api/v1/survey-responses/67896/answers
9,What do you dislike about G2 Marketing Solutions?,hate,"There aren't enough people open to reviewing products without an incentive. I still think that reviewers are honest and unbiased, but the volume is still much lower than you'd expect.   It is costly, but we saw an ROI within weeks of launching our paid subscription with closing a relatively large deal through a lead that came in via G2Crowd. ",https://data.g2.com/api/v1/survey-responses/67896/answers
34,What is your primary role when working with this service provider?,firm_role,Project Manager,https://data.g2.com/api/v1/survey-responses/67896/answers
35,What is your level of experience with G2 Marketing Solutions?,experience,Worked with them 2-4 times,https://data.g2.com/api/v1/survey-responses/67896/answers
86,Breadth of Research,breadth_of_research,6.0,https://data.g2.com/api/v1/survey-responses/67896/answers
85,Quality of Content,quality_of_content,6.0,https://data.g2.com/api/v1/survey-responses/67896/answers
4,Title for your review:,title,Credibility,https://data.g2.com/api/v1/survey-responses/177131/answers
3,How likely is it that you would recommend G2 Marketing Solutions to a friend or colleague?,nps,9.0,https://data.g2.com/api/v1/survey-responses/177131/answers
8,What do you like best about G2 Marketing Solutions?,love,"Great way to build our brand in a new space, by leveraging user success. Also, Alex Pike did a great job of helping us understand the value of the platform when we first started.",https://data.g2.com/api/v1/survey-responses/177131/answers
264,For which purposes do you use G2 Marketing Solutions?,categories,['Buyer Intent Data Providers'],https://data.g2.com/api/v1/survey-responses/177131/answers
172,What was your organization size when working with G2 Marketing Solutions?,company_size,2-10 employees,https://data.g2.com/api/v1/survey-responses/177131/answers
581,What is your industry when using this product?,industry,Computer Software,https://data.g2.com/api/v1/survey-responses/177131/answers
9,What do you dislike about G2 Marketing Solutions?,hate,"So far so good, we are just starting to use additional features like the LinkedIn integration so can't evaluate that yet",https://data.g2.com/api/v1/survey-responses/177131/answers
300,What problems is G2 Marketing Solutions solving and how is that benefiting you?,benefits,Building our brand and business through more exposure and inbound leads.,https://data.g2.com/api/v1/survey-responses/177131/answers
35,What is your level of experience with G2 Marketing Solutions?,experience,Ongoing client relationship,https://data.g2.com/api/v1/survey-responses/177131/answers
34,What is your primary role when working with this service provider?,firm_role,Executive Sponsor,https://data.g2.com/api/v1/survey-responses/177131/answers
4,Title for your review:,title,Advocately have been instrumental to our review strategy,https://data.g2.com/api/v1/survey-responses/179859/answers
3,How likely is it that you would recommend G2 Marketing Solutions to a friend or colleague?,nps,10.0,https://data.g2.com/api/v1/survey-responses/179859/answers
8,What do you like best about G2 Marketing Solutions?,love,The end to end service and process has been the highlight to my experience. Advocately has ensured our success by assisting us with implementing our review campaigns. They've consistently optimised our process to achieve our goals.,https://data.g2.com/api/v1/survey-responses/179859/answers
264,For which purposes do you use G2 Marketing Solutions?,categories,['Online Reputation Management'],https://data.g2.com/api/v1/survey-responses/179859/answers
172,What was your organization size when working with G2 Marketing Solutions?,company_size,51-200 employees,https://data.g2.com/api/v1/survey-responses/179859/answers
581,What is your industry when using this product?,industry,Information Services,https://data.g2.com/api/v1/survey-responses/179859/answers
9,What do you dislike about G2 Marketing Solutions?,hate,There is little that I dislike. Understanding exactly what each of the features means and the flow between them has been my only slight hindrance. ,https://data.g2.com/api/v1/survey-responses/179859/answers
300,What problems is G2 Marketing Solutions solving and how is that benefiting you?,benefits,We've been able to effectively scale our review processes by encouraging our promoters to share their experience on various review websites. Previously this was a very manual exercise to connect and remind our promoters that we'd love their support. Now with Adovately we can politely reach out and explain how they could really help with our growth success by leaving a review of their experience.,https://data.g2.com/api/v1/survey-responses/179859/answers
17,What is your primary role when using G2 Marketing Solutions?,product_role,Executive Sponsor,https://data.g2.com/api/v1/survey-responses/179859/answers
1334,Are you affiliated with the product you are reviewing or the company that makes it?,business_partner,No,https://data.g2.com/api/v1/survey-responses/179859/answers
3,How likely is it that you would recommend G2 Marketing Solutions to a friend or colleague?,nps,10.0,https://data.g2.com/api/v1/survey-responses/179888/answers
264,For which purposes do you use G2 Marketing Solutions?,categories,['Online Reputation Management'],https://data.g2.com/api/v1/survey-responses/179888/answers
172,What was your organization size when working with G2 Marketing Solutions?,company_size,2-10 employees,https://data.g2.com/api/v1/survey-responses/179888/answers
581,What is your industry when using this product?,industry,Internet,https://data.g2.com/api/v1/survey-responses/179888/answers
17,What is your primary role when using G2 Marketing Solutions?,product_role,Administrator,https://data.g2.com/api/v1/survey-responses/179888/answers
4,Title for your review:,title,Game Changer,https://data.g2.com/api/v1/survey-responses/179888/answers
1334,Are you affiliated with the product you are reviewing or the company that makes it?,business_partner,No,https://data.g2.com/api/v1/survey-responses/179888/answers
8,What do you like best about G2 Marketing Solutions?,love,"Advocately facilitates a continuous flow of great reviews of your product or service on the top review sites across the web. We have had excellent service and it is clear that Advocately is committed to getting the best results for their clients. They have a vision for this space that I have not seen before, and it is a welcome innovation. ",https://data.g2.com/api/v1/survey-responses/179888/answers
9,What do you dislike about G2 Marketing Solutions?,hate,"This is not a true dislike, but the success of Advocately for us depends on at least one other integrated service, which we fortunately already had in place.",https://data.g2.com/api/v1/survey-responses/179888/answers
300,What problems is G2 Marketing Solutions solving and how is that benefiting you?,benefits,"We are finally recognizing the value of having advocates for our product who thankfully already existed, but were not given the opportunity to act as advocates. Having this process be automated saves a significant amount of time vs. any alternative. It is also much more cost efficient than running separate campaigns with each individual review site.",https://data.g2.com/api/v1/survey-responses/179888/answers
4,Title for your review:,title,Effortless review fetching,https://data.g2.com/api/v1/survey-responses/182325/answers
3,How likely is it that you would recommend G2 Marketing Solutions to a friend or colleague?,nps,10.0,https://data.g2.com/api/v1/survey-responses/182325/answers
264,For which purposes do you use G2 Marketing Solutions?,categories,['Online Reputation Management'],https://data.g2.com/api/v1/survey-responses/182325/answers
172,What was your organization size when working with G2 Marketing Solutions?,company_size,11-50 employees,https://data.g2.com/api/v1/survey-responses/182325/answers
581,What is your industry when using this product?,industry,Accounting,https://data.g2.com/api/v1/survey-responses/182325/answers
17,What is your primary role when using G2 Marketing Solutions?,product_role,Administrator,https://data.g2.com/api/v1/survey-responses/182325/answers
1334,Are you affiliated with the product you are reviewing or the company that makes it?,business_partner,No,https://data.g2.com/api/v1/survey-responses/182325/answers
8,What do you like best about G2 Marketing Solutions?,love,It works exactly as intended. Promoters get pro-active outreach for review requests in a way that is not over-the-top. The team at advocately have made themselves available at every step in the onboarding journey as well. Great service,https://data.g2.com/api/v1/survey-responses/182325/answers
9,What do you dislike about G2 Marketing Solutions?,hate,"Not much at this point, we just need to figure out how best to integrate it into our other systems, particularly for our Customer Success team to follow up on the passive and detractor comments. No doubt I'll get the help I'm looking for.",https://data.g2.com/api/v1/survey-responses/182325/answers
